ID,BMI
1,18.86622067175584
2,19.61216580167674
3,18.845724002808613
4,17.174723326310932
5,20.332732120931748
6,19.11559907656336
7,21.97628681483939
8,19.62918632420634
9,18.025023572631486
10,18.655500651800214
11,17.925142878042003
12,18.498376054029947
13,17.183800636154874
14,18.684124736824664
15,19.619647647061573
16,19.41244567425397
17,17.335127517486967
18,20.14813084991729
19,18.79711182425539
20,15.759633379904606
21,18.25773909042156
22,20.766549475337122
23,22.0588071120913
24,19.013709593212734
25,19.563047536383525
26,19.297452939097386
27,18.579827474434165
28,19.394515777530287
29,20.65284075597917
30,17.837862036679038
31,20.933357016667173
32,20.269656726497608
33,16.849405613218337
34,17.98395378300836
35,18.60247393778215
36,21.396094612751533
37,17.737664368004747
38,18.012655355218133
39,19.044936048806964
40,18.09986292679001
41,20.28154524279027
42,19.174306747837708
43,22.93388124408355
44,20.07183509468364
45,21.09571364440434
46,19.09957364218332
47,19.863908227106688
48,17.790016548578375
49,21.274883108277145
50,20.984864023771237
51,20.841234929476286
52,18.963683720078002
53,20.72015622518173
54,18.163411228933388
55,17.87021842162766
56,19.71654343908932
57,18.468789299530872
58,18.59316937116714
59,18.630238094463838
60,17.21041422600645
61,21.24693024492427
62,19.26237683069904
63,19.591507054131032
64,18.221995215221977
65,21.078613960575375
66,18.82657592425954
67,19.423914300704368
68,17.266143296155978
69,17.88442199594654
70,19.203704645469593
71,17.84453556547475
72,21.28392100250973
73,18.383830571353762
74,19.89902142363223
75,15.279741038643749
76,20.218245595231487
77,20.21720639507951
78,20.64018359942004
79,19.016014207531363
80,18.998891985272635
81,19.65905633334081
82,18.41411500731845
83,20.716351997030102
84,16.1194363224626
85,19.076442578966013
86,16.89670442760714
87,20.201511802349142
88,19.611738400559812
89,19.346750744426185
90,17.618814255271218
91,20.642250496529496
92,16.983608274157838
93,20.419459778159112
94,19.03044178669893
95,19.880943660553264
96,20.117394290463427
97,17.858741772027173
98,20.868154429528847
99,19.834933263464087
100,22.73441740796409
101,19.108223460758946
102,18.962889881126188
103,20.14243506740993
104,22.321912403773307
105,20.439371095361672
106,17.379700776489074
107,21.45664867091006
108,18.781639227611713
109,20.787439524407414
110,20.222474351431728
111,19.922624596893908
112,23.12441009085372
113,19.166022463541445
114,19.212470966232484
115,19.03079092401744
116,19.907687567910372
117,17.873214583781227
118,21.17057985033495
119,18.945836623282553
120,20.385059585246626
121,21.77025969576523
122,20.579329905898984
123,17.257087166803775
124,19.358818968190374
125,20.371876475954732
126,20.136629125592226
127,17.059640628304912
128,17.741122633985906
129,21.546239028537368
130,18.1270981650745
131,20.387368316985775
132,19.293245591380373
133,17.796609535143283
134,21.94598470136414
135,17.35010827765121
136,22.11870888087883
137,19.143243055895773
138,19.626471311820954
139,18.333347497366162
140,18.948374617903983
141,19.42188169747829
142,19.955831650865488
143,19.97100354359131
144,19.346030045309934
145,18.85160945874816
146,18.538897154473013
147,20.84466569420021
148,20.25207765207908
149,19.586447570527984
150,20.950360680160685
151,20.711239592771452
152,21.80671051934473
153,17.72582309622296
154,17.319949010030786
155,19.365268930048792
156,20.534033069003684
157,19.39881292296957
158,19.724162490399056
159,19.045688770717963
160,19.27808980188005
161,20.49754031010936
162,20.326442461886863
163,19.40224923928631
164,20.161990808825067
165,20.356883041479136
166,22.211176051551323
167,23.023527803848538
168,17.752128137607478
169,19.930151813402574
170,19.75450793257389
171,16.302134943597757
172,16.966754033354075
173,19.260471747972364
174,21.117890506795934
175,20.79208740607955
176,19.643969434094245
177,21.770374749928333
178,16.389699295309114
179,20.372853350030887
180,20.25270372284539
181,18.329118910284862
182,17.38435608309784
183,17.966264667525273
184,22.464154011808514
185,20.2659012641313
186,16.980300901691383
187,18.071737994249485
188,21.749431015679498
189,19.81523456496664
190,19.55194907720546
191,18.427975951027413
192,21.236538318586327
193,20.640722563305182
194,19.340741759246733
195,20.677566084845267
196,18.35085879847147
197,19.138373302223425
